지역코드,세부지역코드,시도,구군
48,4036,경상남도,사천시
48,4036,경상남도,사천시
48,4036,경상남도,사천시
48,4036,경상남도,사천시
48,4036,경상남도,사천시
48,4036,경상남도,사천시
48,5012,경상남도,김해시
48,5010,경상남도,김해시
48,5010,경상남도,김해시
48,5010,경상남도,김해시
44,1025,충청남도,예산군
44,1025,충청남도,예산군
44,1025,충청남도,예산군
44,1025,충청남도,예산군
47,3046,경상북도,의성군
47,3046,경상북도,의성군
47,3025,경상북도,영천시
47,3025,경상북도,영천시
47,3025,경상북도,영천시
47,3025,경상북도,영천시
47,3031,경상북도,영천시
47,3031,경상북도,영천시
47,3031,경상북도,영천시
47,3025,경상북도,영천시
47,3025,경상북도,영천시
47,3025,경상북도,영천시
47,3025,경상북도,영천시
47,3033,경상북도,영천시
48,5036,경상남도,김해시
48,5034,경상남도,김해시
48,5034,경상남도,김해시
48,5034,경상남도,김해시
48,5034,경상남도,김해시
48,5032,경상남도,김해시
48,5032,경상남도,김해시
48,5032,경상남도,김해시
44,3032,충청남도,논산시
44,3032,충청남도,논산시
44,3033,충청남도,논산시
44,3033,충청남도,논산시
44,3033,충청남도,논산시
44,3033,충청남도,논산시
47,1039,경상북도,영주시
47,3025,경상북도,영천시
48,9041,경상남도,합천군
48,9041,경상남도,합천군
48,9041,경상남도,합천군
48,9041,경상남도,합천군
48,9041,경상남도,합천군
48,5033,경상남도,김해시
48,5033,경상남도,김해시
48,5033,경상남도,김해시
48,5033,경상남도,김해시
48,5034,경상남도,김해시
48,5034,경상남도,김해시
48,5034,경상남도,김해시
44,8039,충청남도,보령시
44,8039,충청남도,보령시
44,8039,충청남도,보령시
44,8039,충청남도,보령시
44,8039,충청남도,보령시
44,3033,충청남도,논산시
44,3032,충청남도,논산시
44,3032,충청남도,논산시
44,3032,충청남도,논산시
44,3032,충청남도,논산시
44,3032,충청남도,논산시
47,7035,경상북도,안동시
47,7034,경상북도,안동시
47,7034,경상북도,안동시
47,7034,경상북도,안동시
47,7034,경상북도,안동시
47,7034,경상북도,안동시
47,7035,경상북도,안동시
47,7035,경상북도,안동시
47,7035,경상북도,안동시
47,3010,경상북도,영천시
47,3010,경상북도,영천시
47,3010,경상북도,영천시
47,1035,경상북도,영주시
47,1035,경상북도,영주시
47,7032,경상북도,영덕군
46,7037,전라남도,영광군
46,7037,전라남도,영광군
46,8033,전라남도,보성군
46,8040,전라남도,장성군
46,8025,전라남도,장성군
31,1025,울산광역시,울주군
31,1025,울산광역시,울주군
31,1025,울산광역시,울주군
31,1025,울산광역시,울주군
47,1131,경상북도,포항시
47,1131,경상북도,포항시
47,1131,경상북도,포항시
47,1132,경상북도,포항시
47,1132,경상북도,포항시
43,7033,충청북도,음성군
43,7034,충청북도,음성군
43,7033,충청북도,음성군
41,1033,경기도,광주시
41,1033,경기도,광주시
41,9025,경기도,화성시
41,9025,경기도,화성시
41,9025,경기도,화성시
41,9025,경기도,화성시
41,9025,경기도,화성시
41,9025,경기도,화성시
41,9025,경기도,화성시
41,9025,경기도,화성시
46,1033,전라남도,신안군
46,1033,전라남도,신안군
46,1033,전라남도,신안군
46,1033,전라남도,신안군
46,1033,전라남도,신안군
46,1034,전라남도,신안군
46,1034,전라남도,신안군
46,1034,전라남도,신안군
46,1034,전라남도,신안군
46,1034,전라남도,신안군
46,1034,전라남도,신안군
26,4010,부산광역시,강서구
26,4010,부산광역시,강서구
26,4010,부산광역시,강서구
26,4010,부산광역시,강서구
26,4011,부산광역시,강서구
41,9036,경기도,화성시
41,9035,경기도,화성시
41,9035,경기도,화성시
41,9035,경기도,화성시
41,9035,경기도,화성시
41,9035,경기도,화성시
41,9036,경기도,화성시
41,9036,경기도,화성시
41,9036,경기도,화성시
41,9036,경기도,화성시
41,9036,경기도,화성시
41,9036,경기도,화성시
46,5038,전라남도,순천시
46,3034,전라남도,구례군
46,3034,전라남도,구례군
46,3035,전라남도,구례군
46,3035,전라남도,구례군
46,3035,전라남도,구례군
46,3035,전라남도,구례군
46,3035,전라남도,구례군
46,3035,전라남도,구례군
46,3036,전라남도,구례군
46,3036,전라남도,구례군
48,4038,경상남도,창녕군
48,4038,경상남도,창녕군
48,4039,경상남도,창녕군
48,4039,경상남도,창녕군
47,3038,경상북도,영천시
47,3038,경상북도,영천시
47,3038,경상북도,영천시
47,3038,경상북도,영천시
47,3038,경상북도,영천시
47,3038,경상북도,영천시
47,3038,경상북도,영천시
47,3039,경상북도,영천시
48,4031,경상남도,사천시
48,4025,경상남도,사천시
48,4025,경상남도,사천시
48,4025,경상남도,사천시
48,4025,경상남도,사천시
48,4025,경상남도,사천시
48,4025,경상남도,사천시
48,4025,경상남도,사천시
48,4025,경상남도,사천시
48,4031,경상남도,사천시
48,4031,경상남도,사천시
48,4025,경상남도,사천시
47,3031,경상북도,영천시
47,3031,경상북도,영천시
47,3031,경상북도,영천시
47,3031,경상북도,영천시
47,3032,경상북도,영천시
47,3032,경상북도,영천시
47,3032,경상북도,영천시
47,3032,경상북도,영천시
47,3037,경상북도,영천시
47,3036,경상북도,영천시
47,3036,경상북도,영천시
48,5025,경상남도,김해시
48,5025,경상남도,김해시
46,8032,전라남도,보성군
46,8032,전라남도,보성군
46,8032,전라남도,보성군
46,8032,전라남도,보성군
46,8032,전라남도,보성군
46,8032,전라남도,보성군
46,8033,전라남도,보성군
46,8033,전라남도,보성군
46,8033,전라남도,보성군
47,1131,경상북도,포항시
47,1131,경상북도,포항시
47,1131,경상북도,포항시
47,1131,경상북도,포항시
47,1310,경상북도,포항시
47,1310,경상북도,포항시
47,1125,경상북도,포항시
47,1133,경상북도,포항시
47,1133,경상북도,포항시
47,1133,경상북도,포항시
47,1133,경상북도,포항시
46,7038,전라남도,영광군
46,7038,전라남도,영광군
46,7038,전라남도,영광군
46,7038,전라남도,영광군
46,7038,전라남도,영광군
41,1010,경기도,광주시
41,1010,경기도,광주시
41,1010,경기도,광주시
41,1010,경기도,광주시
41,1010,경기도,광주시
41,1010,경기도,광주시
41,1011,경기도,광주시
41,1011,경기도,광주시
41,1011,경기도,광주시
47,1035,경상북도,영주시
47,3012,경상북도,영천시
47,3012,경상북도,영천시
47,1035,경상북도,영주시
47,1034,경상북도,영주시
47,1034,경상북도,영주시
47,1034,경상북도,영주시
47,1035,경상북도,영주시
47,1035,경상북도,영주시
47,1035,경상북도,영주시
47,1035,경상북도,영주시
47,1035,경상북도,영주시
46,8033,전라남도,보성군
46,8033,전라남도,보성군
47,5025,경상북도,청송군
41,3100,경기도,성남시
41,3110,경기도,성남시
41,3110,경기도,성남시
41,3110,경기도,성남시
41,3110,경기도,성남시
41,3110,경기도,성남시
41,3110,경기도,성남시
41,3111,경기도,성남시
47,1132,경상북도,포항시
47,1132,경상북도,포항시
47,1132,경상북도,포항시
47,1132,경상북도,포항시
47,1132,경상북도,포항시
47,1132,경상북도,포항시
47,1125,경상북도,포항시
47,1125,경상북도,포항시
47,1125,경상북도,포항시
47,1125,경상북도,포항시
47,1125,경상북도,포항시
46,7037,전라남도,영광군
46,7037,전라남도,영광군
46,7038,전라남도,영광군
43,7032,충청북도,음성군
43,7032,충청북도,음성군
43,7032,충청북도,음성군
43,7032,충청북도,음성군
43,7033,충청북도,음성군
43,7033,충청북도,음성군
43,7033,충청북도,음성군
43,7033,충청북도,음성군
41,1033,경기도,광주시
44,1000,충청남도,서산시
44,1010,충청남도,서산시
44,1010,충청남도,서산시
41,1010,경기도,구리시
41,9025,경기도,화성시
46,1034,전라남도,신안군
26,4011,부산광역시,강서구
26,4011,부산광역시,강서구
26,4011,부산광역시,강서구
26,4011,부산광역시,강서구
26,4011,부산광역시,강서구
41,9036,경기도,화성시
41,9035,경기도,화성시
41,9034,경기도,화성시
41,9034,경기도,화성시
41,9034,경기도,화성시
41,9034,경기도,화성시
41,9034,경기도,화성시
41,9034,경기도,화성시
41,9034,경기도,화성시
41,9034,경기도,화성시
41,9035,경기도,화성시
41,9035,경기도,화성시
48,2025,경상남도,고성군
48,2025,경상남도,고성군
48,2025,경상남도,고성군
48,2025,경상남도,고성군
46,5038,전라남도,순천시
46,3034,전라남도,구례군
46,1031,전라남도,강진군
46,1031,전라남도,강진군
46,1031,전라남도,강진군
46,1031,전라남도,강진군
46,1031,전라남도,강진군
46,1031,전라남도,강진군
46,1031,전라남도,강진군
46,1031,전라남도,강진군
46,1032,전라남도,강진군
46,1032,전라남도,강진군
47,5000,경상북도,상주시
47,5010,경상북도,상주시
47,5010,경상북도,상주시
47,5010,경상북도,상주시
47,5010,경상북도,상주시
47,5010,경상북도,상주시
47,5010,경상북도,상주시
47,3039,경상북도,영천시
47,5025,경상북도,상주시
47,5025,경상북도,상주시
47,3039,경상북도,영천시
47,3039,경상북도,영천시
48,4012,경상남도,사천시
48,4012,경상남도,사천시
48,4012,경상남도,사천시
48,4012,경상남도,사천시
48,4012,경상남도,사천시
48,7038,경상남도,밀양시
48,7038,경상남도,밀양시
47,3036,경상북도,영천시
47,3037,경상북도,영천시
47,3037,경상북도,영천시
47,3037,경상북도,영천시
47,3037,경상북도,영천시
47,3037,경상북도,영천시
47,3037,경상북도,영천시
47,3037,경상북도,영천시
47,3036,경상북도,영천시
47,3039,경상북도,영천시
47,3039,경상북도,영천시
47,3036,경상북도,영천시
48,5010,경상남도,김해시
48,5010,경상남도,김해시
48,4036,경상남도,사천시
48,4034,경상남도,사천시
48,4034,경상남도,사천시
48,4035,경상남도,사천시
48,4035,경상남도,사천시
48,4035,경상남도,사천시
48,4035,경상남도,사천시
48,4036,경상남도,사천시
48,4035,경상남도,사천시
47,6032,경상북도,영양군
47,3033,경상북도,영천시
47,3012,경상북도,영천시
47,3012,경상북도,영천시
47,3012,경상북도,영천시
47,3012,경상북도,영천시
47,3013,경상북도,영천시
47,3025,경상북도,영천시
47,3025,경상북도,영천시
47,3025,경상북도,영천시
47,3025,경상북도,영천시
47,3025,경상북도,영천시
48,5032,경상남도,김해시
48,5034,경상남도,김해시
48,5032,경상남도,김해시
48,5032,경상남도,김해시
48,5033,경상남도,김해시
48,5033,경상남도,김해시
48,5025,경상남도,김해시
48,5025,경상남도,김해시
48,5025,경상남도,김해시
48,5025,경상남도,김해시
48,5025,경상남도,김해시
48,5025,경상남도,김해시
47,3000,경상북도,영천시
47,1035,경상북도,영주시
47,3012,경상북도,영천시
47,1037,경상북도,영주시
47,1037,경상북도,영주시
47,3012,경상북도,영천시
47,3010,경상북도,영천시
47,3010,경상북도,영천시
47,3011,경상북도,영천시
47,3011,경상북도,영천시
47,3011,경상북도,영천시
47,3011,경상북도,영천시
47,3011,경상북도,영천시
48,9041,경상남도,합천군
47,4032,경상북도,성주군
47,4032,경상북도,성주군
47,4033,경상북도,성주군
46,8033,전라남도,보성군
47,5013,경상북도,상주시
47,5013,경상북도,상주시
47,5025,경상북도,상주시
47,5025,경상북도,상주시
47,5025,경상북도,상주시
48,2031,경상남도,통영시
47,9034,경상북도,구미시
47,9032,경상북도,구미시
47,9033,경상북도,구미시
47,9033,경상북도,구미시
47,9033,경상북도,구미시
48,3032,경상남도,양산시
48,3032,경상남도,양산시
41,2025,경기도,가평군
41,2025,경기도,가평군
48,4039,경상남도,창녕군
48,4039,경상남도,창녕군
48,7038,경상남도,밀양시
48,7037,경상남도,밀양시
48,7037,경상남도,밀양시
48,7037,경상남도,밀양시
48,7037,경상남도,밀양시
47,3038,경상북도,영천시
47,3038,경상북도,영천시
47,3038,경상북도,영천시
47,3038,경상북도,영천시
44,6031,충청남도,부여군
44,6031,충청남도,부여군
44,6031,충청남도,부여군
44,6031,충청남도,부여군
44,6025,충청남도,부여군
44,6031,충청남도,부여군
44,6031,충청남도,부여군
44,6031,충청남도,부여군
44,6031,충청남도,부여군
44,6025,충청남도,부여군
41,1035,경기도,광주시
41,1035,경기도,광주시
41,1035,경기도,광주시
41,1035,경기도,광주시
41,9035,경기도,화성시
41,9035,경기도,화성시
41,9034,경기도,화성시
41,9032,경기도,화성시
41,9032,경기도,화성시
41,9032,경기도,화성시
41,9033,경기도,화성시
41,9033,경기도,화성시
41,9033,경기도,화성시
41,9033,경기도,화성시
41,9033,경기도,화성시
41,9033,경기도,화성시
46,3034,전라남도,구례군
46,1031,전라남도,강진군
46,3037,전라남도,영암군
46,3037,전라남도,영암군
46,3037,전라남도,영암군
46,3037,전라남도,영암군
46,3037,전라남도,영암군
46,3037,전라남도,영암군
46,3037,전라남도,영암군
46,3038,전라남도,영암군
46,3038,전라남도,영암군
46,3038,전라남도,영암군
47,3039,경상북도,영천시
47,3039,경상북도,영천시
47,3039,경상북도,영천시
47,3039,경상북도,영천시
47,3039,경상북도,영천시
47,3039,경상북도,영천시
47,3039,경상북도,영천시
47,3039,경상북도,영천시
47,5012,경상북도,상주시
47,5013,경상북도,상주시
47,5013,경상북도,상주시
47,5013,경상북도,상주시
48,2031,경상남도,통영시
48,2031,경상남도,통영시
48,2031,경상남도,통영시
48,2031,경상남도,통영시
48,7038,경상남도,밀양시
48,7038,경상남도,밀양시
48,4039,경상남도,창녕군
47,3035,경상북도,영천시
47,3035,경상북도,영천시
47,3035,경상북도,영천시
47,3035,경상북도,영천시
47,3035,경상북도,영천시
47,3035,경상북도,영천시
47,3035,경상북도,영천시
47,3036,경상북도,영천시
47,3036,경상북도,영천시
47,3038,경상북도,영천시
47,3038,경상북도,영천시
48,4035,경상남도,사천시
48,4035,경상남도,사천시
48,4035,경상남도,사천시
48,4036,경상남도,사천시
48,4034,경상남도,사천시
48,4033,경상남도,사천시
48,4033,경상남도,사천시
48,4033,경상남도,사천시
48,4033,경상남도,사천시
48,4033,경상남도,사천시
48,4033,경상남도,사천시
48,4033,경상남도,사천시
47,6031,경상북도,영양군
47,6031,경상북도,영양군
47,6032,경상북도,영양군
47,3025,경상북도,영천시
47,3032,경상북도,영천시
47,3032,경상북도,영천시
47,3032,경상북도,영천시
47,3033,경상북도,영천시
47,3033,경상북도,영천시
47,1300,경상북도,포항시
47,1310,경상북도,포항시
47,1133,경상북도,포항시
47,1133,경상북도,포항시
47,1133,경상북도,포항시
47,1133,경상북도,포항시
48,5032,경상남도,김해시
47,3046,경상북도,의성군
47,3046,경상북도,의성군
47,3046,경상북도,의성군
47,3011,경상북도,영천시
47,3011,경상북도,영천시
47,1038,경상북도,영주시
47,3032,경상북도,경주시
48,9041,경상남도,합천군
48,9041,경상남도,합천군
48,9042,경상남도,합천군
48,9042,경상남도,합천군
48,9042,경상남도,합천군
48,9037,경상남도,합천군
48,9038,경상남도,합천군
48,9038,경상남도,합천군
48,9038,경상남도,합천군
48,9038,경상남도,합천군
47,3025,경상북도,경주시
47,3025,경상북도,경주시
41,3111,경기도,성남시
47,1133,경상북도,포항시
47,1133,경상북도,포항시
47,5044,경상북도,김천시
47,5044,경상북도,김천시
47,5044,경상북도,김천시
47,5044,경상북도,김천시
47,5044,경상북도,김천시
47,5044,경상북도,김천시
46,7038,전라남도,영광군
46,7037,전라남도,영광군
48,9036,경상남도,합천군
48,9036,경상남도,합천군
48,9037,경상남도,합천군
41,1010,경기도,광주시
31,1025,울산광역시,울주군
44,3034,충청남도,논산시
44,3034,충청남도,논산시
44,3034,충청남도,논산시
44,3035,충청남도,논산시
44,3035,충청남도,논산시
47,7025,경상북도,안동시
47,7025,경상북도,안동시
47,7025,경상북도,안동시
41,9000,경기도,화성시
41,1033,경기도,광주시
46,6038,전라남도,함평군
46,6034,전라남도,함평군
47,7041,경상북도,안동시
47,7041,경상북도,안동시
47,7040,경상북도,안동시
41,9033,경기도,화성시
41,9034,경기도,화성시
41,9034,경기도,화성시
41,9032,경기도,화성시
48,2000,경상남도,고성군
48,2025,경상남도,고성군
47,9011,경상북도,구미시
47,9032,경상북도,구미시
47,9032,경상북도,구미시
46,3038,전라남도,영암군
46,1025,전라남도,강진군
47,3025,경상북도,경주시
47,3044,경상북도,의성군
47,3044,경상북도,의성군
47,5041,경상북도,상주시
47,5040,경상북도,상주시
47,5040,경상북도,상주시
47,5040,경상북도,상주시
47,5040,경상북도,상주시
47,5041,경상북도,상주시
47,5041,경상북도,상주시
47,5041,경상북도,상주시
48,4033,경상남도,남해군
48,4033,경상남도,남해군
48,4034,경상남도,남해군
48,4034,경상남도,남해군
47,3036,경상북도,경주시
47,3036,경상북도,경주시
47,3036,경상북도,경주시
47,3036,경상북도,경주시
47,3034,경상북도,경주시
47,3034,경상북도,경주시
47,3034,경상북도,경주시
47,3035,경상북도,경주시
47,3035,경상북도,경주시
47,7010,경상북도,안동시
47,3033,경상북도,경주시
47,3033,경상북도,경주시
48,9035,경상남도,합천군
48,9035,경상남도,합천군
48,9035,경상남도,합천군
48,9035,경상남도,합천군
48,9036,경상남도,합천군
48,9033,경상남도,합천군
48,9033,경상남도,합천군
48,9033,경상남도,합천군
48,9034,경상남도,합천군
48,9034,경상남도,합천군
48,9034,경상남도,합천군
48,4034,경상남도,사천시
48,4034,경상남도,사천시
48,4034,경상남도,사천시
48,4034,경상남도,사천시
48,4033,경상남도,사천시
48,1033,경상남도,거제시
48,1033,경상남도,거제시
48,1034,경상남도,거제시
48,1034,경상남도,거제시
48,1034,경상남도,거제시
48,1037,경상남도,거제시
48,8038,경상남도,거창군
48,8038,경상남도,거창군
48,8038,경상남도,거창군
47,1133,경상북도,포항시
47,1133,경상북도,포항시
47,1133,경상북도,포항시
47,1133,경상북도,포항시
47,1133,경상북도,포항시
47,1133,경상북도,포항시
47,1312,경상북도,포항시
47,1312,경상북도,포항시
47,3025,경상북도,경주시
47,5041,경상북도,상주시
47,5041,경상북도,상주시
47,3013,경상북도,경주시
47,3013,경상북도,경주시
47,3013,경상북도,경주시
47,3013,경상북도,경주시
47,3014,경상북도,경주시
47,3014,경상북도,경주시
47,3014,경상북도,경주시
47,3014,경상북도,경주시
47,3025,경상북도,경주시
47,3025,경상북도,경주시
47,3025,경상북도,경주시
48,4033,경상남도,남해군
48,4033,경상남도,남해군
47,3032,경상북도,경주시
47,3032,경상북도,경주시
47,3032,경상북도,경주시
47,3036,경상북도,경주시
47,3035,경상북도,경주시
47,3035,경상북도,경주시
47,3037,경상북도,경주시
47,3035,경상북도,경주시
47,3035,경상북도,경주시
47,3036,경상북도,경주시
47,3036,경상북도,경주시
48,9033,경상남도,합천군
48,9034,경상남도,합천군
48,9034,경상남도,합천군
48,9034,경상남도,합천군
48,9034,경상남도,합천군
48,9032,경상남도,합천군
48,9032,경상남도,합천군
48,9032,경상남도,합천군
48,9032,경상남도,합천군
48,9032,경상남도,합천군
48,9033,경상남도,합천군
48,9034,경상남도,합천군
47,5044,경상북도,김천시
47,7013,경상북도,안동시
47,7012,경상북도,안동시
47,7012,경상북도,안동시
47,7014,경상북도,안동시
47,7012,경상북도,안동시
47,7012,경상북도,안동시
47,7012,경상북도,안동시
47,7012,경상북도,안동시
47,7012,경상북도,안동시
47,7013,경상북도,안동시
47,7013,경상북도,안동시
47,7013,경상북도,안동시
47,7025,경상북도,안동시
47,7025,경상북도,안동시
47,7036,경상북도,안동시
47,7036,경상북도,안동시
47,7036,경상북도,안동시
47,7036,경상북도,안동시
47,7036,경상북도,안동시
47,7036,경상북도,안동시
47,7037,경상북도,안동시
47,7034,경상북도,안동시
47,7037,경상북도,안동시
47,7035,경상북도,안동시
46,6034,전라남도,함평군
46,6034,전라남도,함평군
46,6034,전라남도,함평군
46,6034,전라남도,함평군
46,6035,전라남도,함평군
46,6035,전라남도,함평군
46,6035,전라남도,함평군
46,6035,전라남도,함평군
46,6035,전라남도,함평군
46,6035,전라남도,함평군
46,3038,전라남도,영암군
46,3038,전라남도,영암군
47,7039,경상북도,안동시
47,7039,경상북도,안동시
47,7039,경상북도,안동시
47,7039,경상북도,안동시
47,7039,경상북도,안동시
47,7039,경상북도,안동시
47,7039,경상북도,안동시
47,7040,경상북도,안동시
47,7040,경상북도,안동시
47,7040,경상북도,안동시
47,7042,경상북도,안동시
47,9000,경상북도,구미시
47,9010,경상북도,구미시
47,9010,경상북도,구미시
47,9010,경상북도,구미시
47,9010,경상북도,구미시
47,9010,경상북도,구미시
47,9010,경상북도,구미시
47,9010,경상북도,구미시
47,9011,경상북도,구미시
47,9011,경상북도,구미시
47,9032,경상북도,구미시
47,9031,경상북도,구미시
48,3034,경상남도,양산시
48,3034,경상남도,양산시
41,3035,경기도,양평군
41,3035,경기도,양평군
41,3036,경기도,양평군
41,3036,경기도,양평군
41,3036,경기도,양평군
41,3036,경기도,양평군
41,3036,경기도,양평군
47,9033,경상북도,구미시
47,9033,경상북도,구미시
47,9033,경상북도,구미시
47,9033,경상북도,구미시
47,9034,경상북도,구미시
47,9034,경상북도,구미시
41,2025,경기도,가평군
41,2025,경기도,가평군
41,2025,경기도,가평군
48,3031,경상남도,양산시
48,1038,경상남도,거제시
48,1038,경상남도,거제시
48,1038,경상남도,거제시
48,1038,경상남도,거제시
48,1038,경상남도,거제시
48,1038,경상남도,거제시
48,1039,경상남도,거제시
48,1039,경상남도,거제시
48,1039,경상남도,거제시
48,1039,경상남도,거제시
48,1035,경상남도,거제시
48,1036,경상남도,거제시
48,8036,경상남도,거창군
48,8037,경상남도,거창군
48,8037,경상남도,거창군
48,8037,경상남도,거창군
48,8037,경상남도,거창군
48,8037,경상남도,거창군
48,8037,경상남도,거창군
48,8037,경상남도,거창군
48,8038,경상남도,거창군
47,3046,경상북도,의성군
47,3025,경상북도,경주시
47,3025,경상북도,경주시
47,3025,경상북도,경주시
47,3025,경상북도,경주시
47,3025,경상북도,경주시
47,3025,경상북도,경주시
47,1312,경상북도,포항시
47,3033,경상북도,경주시
47,1310,경상북도,포항시
47,1310,경상북도,포항시
47,1310,경상북도,포항시
47,7042,경상북도,안동시
47,9025,경상북도,구미시
47,9025,경상북도,구미시
47,7041,경상북도,안동시
47,7041,경상북도,안동시
47,7041,경상북도,안동시
47,7041,경상북도,안동시
47,7042,경상북도,안동시
47,7042,경상북도,안동시
47,7042,경상북도,안동시
47,7042,경상북도,안동시
47,7042,경상북도,안동시
47,9031,경상북도,구미시
47,9025,경상북도,구미시
47,9025,경상북도,구미시
47,9025,경상북도,구미시
47,9025,경상북도,구미시
47,9025,경상북도,구미시
47,9025,경상북도,구미시
47,9025,경상북도,구미시
47,9025,경상북도,구미시
47,9025,경상북도,구미시
47,9025,경상북도,구미시
48,3033,경상남도,양산시
48,3033,경상남도,양산시
48,3034,경상남도,양산시
48,3034,경상남도,양산시
48,3032,경상남도,양산시
48,3032,경상남도,양산시
48,3032,경상남도,양산시
48,3032,경상남도,양산시
48,3033,경상남도,양산시
48,3033,경상남도,양산시
47,7013,경상북도,안동시
47,7013,경상북도,안동시
47,7011,경상북도,안동시
47,7031,경상북도,안동시
47,7010,경상북도,안동시
47,7010,경상북도,안동시
47,7010,경상북도,안동시
47,7010,경상북도,안동시
47,7010,경상북도,안동시
47,7011,경상북도,안동시
47,7011,경상북도,안동시
47,7011,경상북도,안동시
46,7025,전라남도,영광군
46,7025,전라남도,영광군
46,7025,전라남도,영광군
46,7025,전라남도,영광군
46,7025,전라남도,영광군
46,7025,전라남도,영광군
46,7025,전라남도,영광군
46,7025,전라남도,영광군
46,7025,전라남도,영광군
46,7025,전라남도,영광군
47,7035,경상북도,안동시
47,7036,경상북도,안동시
47,7034,경상북도,안동시
47,7034,경상북도,안동시
47,7033,경상북도,안동시
47,7033,경상북도,안동시
47,7033,경상북도,안동시
47,7033,경상북도,안동시
47,7033,경상북도,안동시
47,7033,경상북도,안동시
47,7033,경상북도,안동시
46,3038,전라남도,영암군
46,3039,전라남도,영암군
46,3039,전라남도,영암군
46,3039,전라남도,영암군
46,3039,전라남도,영암군
46,3039,전라남도,영암군
46,3039,전라남도,영암군
46,3039,전라남도,영암군
46,3039,전라남도,영암군
46,6035,전라남도,함평군
47,7042,경상북도,안동시
47,7042,경상북도,안동시
47,7043,경상북도,안동시
47,7043,경상북도,안동시
47,7043,경상북도,안동시
47,7043,경상북도,안동시
47,7043,경상북도,안동시
47,7043,경상북도,안동시
47,7043,경상북도,안동시
47,9032,경상북도,구미시
47,9031,경상북도,구미시
47,9031,경상북도,구미시
47,9031,경상북도,구미시
47,9031,경상북도,구미시
47,9031,경상북도,구미시
47,9031,경상북도,구미시
47,9032,경상북도,구미시
47,9032,경상북도,구미시
47,9032,경상북도,구미시
47,9025,경상북도,구미시
48,3034,경상남도,양산시
48,3034,경상남도,양산시
48,3034,경상남도,양산시
48,3033,경상남도,양산시
41,3036,경기도,양평군
41,3036,경기도,양평군
41,3037,경기도,양평군
41,3037,경기도,양평군
41,3037,경기도,양평군
41,3037,경기도,양평군
47,1034,경상북도,영주시
47,1034,경상북도,영주시
47,1034,경상북도,영주시
43,4036,충청북도,영동군
43,4036,충청북도,영동군
43,4036,충청북도,영동군
43,4036,충청북도,영동군
43,4036,충청북도,영동군
43,4036,충청북도,영동군
43,4037,충청북도,영동군
43,4037,충청북도,영동군
48,1036,경상남도,거제시
48,1036,경상남도,거제시
48,1036,경상남도,거제시
48,1036,경상남도,거제시
48,1036,경상남도,거제시
48,1037,경상남도,거제시
48,1037,경상남도,거제시
48,1037,경상남도,거제시
48,1037,경상남도,거제시
48,1037,경상남도,거제시
47,3046,경상북도,의성군
47,3046,경상북도,의성군
47,3046,경상북도,의성군
47,1310,경상북도,포항시
47,1311,경상북도,포항시
47,1311,경상북도,포항시
47,1311,경상북도,포항시
47,1311,경상북도,포항시
47,1311,경상북도,포항시
47,1311,경상북도,포항시
47,1311,경상북도,포항시
47,3032,경상북도,경주시
47,3033,경상북도,경주시
47,3032,경상북도,경주시
48,9039,경상남도,합천군
48,9039,경상남도,합천군
48,9039,경상남도,합천군
48,9039,경상남도,합천군
47,5041,경상북도,상주시
47,5041,경상북도,상주시
47,3044,경상북도,의성군
48,4031,경상남도,남해군
48,4032,경상남도,남해군
48,4032,경상남도,남해군
43,3000,충청북도,충주시
43,3010,충청북도,충주시
47,3033,경상북도,경주시
47,3034,경상북도,경주시
47,3034,경상북도,경주시
47,3034,경상북도,경주시
47,5044,경상북도,김천시
47,5044,경상북도,김천시
47,5045,경상북도,김천시
47,5045,경상북도,김천시
47,5045,경상북도,김천시
47,5045,경상북도,김천시
47,5045,경상북도,김천시
48,9035,경상남도,합천군
48,9037,경상남도,합천군
48,9037,경상남도,합천군
48,9037,경상남도,합천군
48,9037,경상남도,합천군
48,9037,경상남도,합천군
48,9037,경상남도,합천군
48,9035,경상남도,합천군
48,9035,경상남도,합천군
48,9035,경상남도,합천군
48,9035,경상남도,합천군
48,9035,경상남도,합천군
44,3035,충청남도,논산시
44,3035,충청남도,논산시
44,3035,충청남도,논산시
44,3035,충청남도,논산시
44,3035,충청남도,논산시
47,7011,경상북도,안동시
47,7011,경상북도,안동시
47,7011,경상북도,안동시
47,7031,경상북도,안동시
47,7025,경상북도,안동시
47,7025,경상북도,안동시
47,7031,경상북도,안동시
47,7025,경상북도,안동시
47,7025,경상북도,안동시
47,7031,경상북도,안동시
47,7031,경상북도,안동시
47,7031,경상북도,안동시
46,7025,전라남도,영광군
47,7034,경상북도,안동시
47,7039,경상북도,안동시
47,7041,경상북도,안동시
47,7041,경상북도,안동시
47,7039,경상북도,안동시
47,7037,경상북도,안동시
47,7037,경상북도,안동시
47,7037,경상북도,안동시
47,7038,경상북도,안동시
47,7038,경상북도,안동시
47,7038,경상북도,안동시
47,7038,경상북도,안동시
44,6032,충청남도,부여군
44,6032,충청남도,부여군
44,6032,충청남도,부여군
44,6032,충청남도,부여군
44,6032,충청남도,부여군
44,6032,충청남도,부여군
44,6032,충청남도,부여군
48,9040,경상남도,합천군
48,9039,경상남도,합천군
48,9039,경상남도,합천군
48,9039,경상남도,합천군
48,9039,경상남도,합천군
48,9043,경상남도,합천군
48,9043,경상남도,합천군
43,4033,충청북도,영동군
